Question,Category,SubCategory
describe describing enhance enhancing,Syntatic,: gram5-present-participle
describe describing fly flying,Syntatic,: gram5-present-participle
describe describing generate generating,Syntatic,: gram5-present-participle
describe describing go going,Syntatic,: gram5-present-participle
describe describing implement implementing,Syntatic,: gram5-present-participle
describe describing increase increasing,Syntatic,: gram5-present-participle
describe describing invent inventing,Syntatic,: gram5-present-participle
describe describing jump jumping,Syntatic,: gram5-present-participle
describe describing listen listening,Syntatic,: gram5-present-participle
describe describing look looking,Syntatic,: gram5-present-participle
describe describing move moving,Syntatic,: gram5-present-participle
describe describing play playing,Syntatic,: gram5-present-participle
describe describing predict predicting,Syntatic,: gram5-present-participle
describe describing read reading,Syntatic,: gram5-present-participle
describe describing run running,Syntatic,: gram5-present-participle
describe describing say saying,Syntatic,: gram5-present-participle
describe describing scream screaming,Syntatic,: gram5-present-participle
describe describing see seeing,Syntatic,: gram5-present-participle
describe describing shuffle shuffling,Syntatic,: gram5-present-participle
describe describing sing singing,Syntatic,: gram5-present-participle
describe describing sit sitting,Syntatic,: gram5-present-participle
describe describing slow slowing,Syntatic,: gram5-present-participle
describe describing swim swimming,Syntatic,: gram5-present-participle
describe describing think thinking,Syntatic,: gram5-present-participle
describe describing vanish vanishing,Syntatic,: gram5-present-participle
describe describing walk walking,Syntatic,: gram5-present-participle
describe describing write writing,Syntatic,: gram5-present-participle
describe describing code coding,Syntatic,: gram5-present-participle
describe describing dance dancing,Syntatic,: gram5-present-participle
describe describing debug debugging,Syntatic,: gram5-present-participle
describe describing decrease decreasing,Syntatic,: gram5-present-participle
discover discovering enhance enhancing,Syntatic,: gram5-present-participle
discover discovering fly flying,Syntatic,: gram5-present-participle
discover discovering generate generating,Syntatic,: gram5-present-participle
discover discovering go going,Syntatic,: gram5-present-participle
discover discovering implement implementing,Syntatic,: gram5-present-participle
discover discovering increase increasing,Syntatic,: gram5-present-participle
discover discovering invent inventing,Syntatic,: gram5-present-participle
discover discovering jump jumping,Syntatic,: gram5-present-participle
discover discovering listen listening,Syntatic,: gram5-present-participle
discover discovering look looking,Syntatic,: gram5-present-participle
discover discovering move moving,Syntatic,: gram5-present-participle
discover discovering play playing,Syntatic,: gram5-present-participle
discover discovering predict predicting,Syntatic,: gram5-present-participle
discover discovering read reading,Syntatic,: gram5-present-participle
discover discovering run running,Syntatic,: gram5-present-participle
discover discovering say saying,Syntatic,: gram5-present-participle
discover discovering scream screaming,Syntatic,: gram5-present-participle
discover discovering see seeing,Syntatic,: gram5-present-participle
discover discovering shuffle shuffling,Syntatic,: gram5-present-participle
discover discovering sing singing,Syntatic,: gram5-present-participle
discover discovering sit sitting,Syntatic,: gram5-present-participle
discover discovering slow slowing,Syntatic,: gram5-present-participle
discover discovering swim swimming,Syntatic,: gram5-present-participle
discover discovering think thinking,Syntatic,: gram5-present-participle
discover discovering vanish vanishing,Syntatic,: gram5-present-participle
discover discovering walk walking,Syntatic,: gram5-present-participle
discover discovering write writing,Syntatic,: gram5-present-participle
discover discovering code coding,Syntatic,: gram5-present-participle
discover discovering dance dancing,Syntatic,: gram5-present-participle
discover discovering debug debugging,Syntatic,: gram5-present-participle
discover discovering decrease decreasing,Syntatic,: gram5-present-participle
discover discovering describe describing,Syntatic,: gram5-present-participle
enhance enhancing fly flying,Syntatic,: gram5-present-participle
enhance enhancing generate generating,Syntatic,: gram5-present-participle
enhance enhancing go going,Syntatic,: gram5-present-participle
enhance enhancing implement implementing,Syntatic,: gram5-present-participle
enhance enhancing increase increasing,Syntatic,: gram5-present-participle
enhance enhancing invent inventing,Syntatic,: gram5-present-participle
enhance enhancing jump jumping,Syntatic,: gram5-present-participle
enhance enhancing listen listening,Syntatic,: gram5-present-participle
enhance enhancing look looking,Syntatic,: gram5-present-participle
enhance enhancing move moving,Syntatic,: gram5-present-participle
enhance enhancing play playing,Syntatic,: gram5-present-participle
enhance enhancing predict predicting,Syntatic,: gram5-present-participle
enhance enhancing read reading,Syntatic,: gram5-present-participle
enhance enhancing run running,Syntatic,: gram5-present-participle
enhance enhancing say saying,Syntatic,: gram5-present-participle
enhance enhancing scream screaming,Syntatic,: gram5-present-participle
enhance enhancing see seeing,Syntatic,: gram5-present-participle
enhance enhancing shuffle shuffling,Syntatic,: gram5-present-participle
enhance enhancing sing singing,Syntatic,: gram5-present-participle
enhance enhancing sit sitting,Syntatic,: gram5-present-participle
enhance enhancing slow slowing,Syntatic,: gram5-present-participle
enhance enhancing swim swimming,Syntatic,: gram5-present-participle
enhance enhancing think thinking,Syntatic,: gram5-present-participle
enhance enhancing vanish vanishing,Syntatic,: gram5-present-participle
enhance enhancing walk walking,Syntatic,: gram5-present-participle
enhance enhancing write writing,Syntatic,: gram5-present-participle
enhance enhancing code coding,Syntatic,: gram5-present-participle
enhance enhancing dance dancing,Syntatic,: gram5-present-participle
enhance enhancing debug debugging,Syntatic,: gram5-present-participle
enhance enhancing decrease decreasing,Syntatic,: gram5-present-participle
enhance enhancing describe describing,Syntatic,: gram5-present-participle
enhance enhancing discover discovering,Syntatic,: gram5-present-participle
fly flying generate generating,Syntatic,: gram5-present-participle
fly flying go going,Syntatic,: gram5-present-participle
fly flying implement implementing,Syntatic,: gram5-present-participle
fly flying increase increasing,Syntatic,: gram5-present-participle
fly flying invent inventing,Syntatic,: gram5-present-participle
fly flying jump jumping,Syntatic,: gram5-present-participle
fly flying listen listening,Syntatic,: gram5-present-participle
fly flying look looking,Syntatic,: gram5-present-participle
fly flying move moving,Syntatic,: gram5-present-participle
fly flying play playing,Syntatic,: gram5-present-participle
fly flying predict predicting,Syntatic,: gram5-present-participle
fly flying read reading,Syntatic,: gram5-present-participle
fly flying run running,Syntatic,: gram5-present-participle
fly flying say saying,Syntatic,: gram5-present-participle
fly flying scream screaming,Syntatic,: gram5-present-participle
fly flying see seeing,Syntatic,: gram5-present-participle
fly flying shuffle shuffling,Syntatic,: gram5-present-participle
fly flying sing singing,Syntatic,: gram5-present-participle
fly flying sit sitting,Syntatic,: gram5-present-participle
fly flying slow slowing,Syntatic,: gram5-present-participle
fly flying swim swimming,Syntatic,: gram5-present-participle
fly flying think thinking,Syntatic,: gram5-present-participle
fly flying vanish vanishing,Syntatic,: gram5-present-participle
fly flying walk walking,Syntatic,: gram5-present-participle
fly flying write writing,Syntatic,: gram5-present-participle
fly flying code coding,Syntatic,: gram5-present-participle
fly flying dance dancing,Syntatic,: gram5-present-participle
fly flying debug debugging,Syntatic,: gram5-present-participle
fly flying decrease decreasing,Syntatic,: gram5-present-participle
fly flying describe describing,Syntatic,: gram5-present-participle
fly flying discover discovering,Syntatic,: gram5-present-participle
fly flying enhance enhancing,Syntatic,: gram5-present-participle
generate generating go going,Syntatic,: gram5-present-participle
generate generating implement implementing,Syntatic,: gram5-present-participle
generate generating increase increasing,Syntatic,: gram5-present-participle
generate generating invent inventing,Syntatic,: gram5-present-participle
generate generating jump jumping,Syntatic,: gram5-present-participle
generate generating listen listening,Syntatic,: gram5-present-participle
generate generating look looking,Syntatic,: gram5-present-participle
generate generating move moving,Syntatic,: gram5-present-participle
generate generating play playing,Syntatic,: gram5-present-participle
generate generating predict predicting,Syntatic,: gram5-present-participle
generate generating read reading,Syntatic,: gram5-present-participle
generate generating run running,Syntatic,: gram5-present-participle
generate generating say saying,Syntatic,: gram5-present-participle
generate generating scream screaming,Syntatic,: gram5-present-participle
generate generating see seeing,Syntatic,: gram5-present-participle
generate generating shuffle shuffling,Syntatic,: gram5-present-participle
generate generating sing singing,Syntatic,: gram5-present-participle
generate generating sit sitting,Syntatic,: gram5-present-participle
generate generating slow slowing,Syntatic,: gram5-present-participle
generate generating swim swimming,Syntatic,: gram5-present-participle
generate generating think thinking,Syntatic,: gram5-present-participle
generate generating vanish vanishing,Syntatic,: gram5-present-participle
generate generating walk walking,Syntatic,: gram5-present-participle
generate generating write writing,Syntatic,: gram5-present-participle
generate generating code coding,Syntatic,: gram5-present-participle
generate generating dance dancing,Syntatic,: gram5-present-participle
generate generating debug debugging,Syntatic,: gram5-present-participle
generate generating decrease decreasing,Syntatic,: gram5-present-participle
generate generating describe describing,Syntatic,: gram5-present-participle
generate generating discover discovering,Syntatic,: gram5-present-participle
generate generating enhance enhancing,Syntatic,: gram5-present-participle
generate generating fly flying,Syntatic,: gram5-present-participle
go going implement implementing,Syntatic,: gram5-present-participle
go going increase increasing,Syntatic,: gram5-present-participle
go going invent inventing,Syntatic,: gram5-present-participle
go going jump jumping,Syntatic,: gram5-present-participle
go going listen listening,Syntatic,: gram5-present-participle
go going look looking,Syntatic,: gram5-present-participle
go going move moving,Syntatic,: gram5-present-participle
go going play playing,Syntatic,: gram5-present-participle
go going predict predicting,Syntatic,: gram5-present-participle
go going read reading,Syntatic,: gram5-present-participle
go going run running,Syntatic,: gram5-present-participle
go going say saying,Syntatic,: gram5-present-participle
go going scream screaming,Syntatic,: gram5-present-participle
go going see seeing,Syntatic,: gram5-present-participle
go going shuffle shuffling,Syntatic,: gram5-present-participle
go going sing singing,Syntatic,: gram5-present-participle
go going sit sitting,Syntatic,: gram5-present-participle
go going slow slowing,Syntatic,: gram5-present-participle
go going swim swimming,Syntatic,: gram5-present-participle
go going think thinking,Syntatic,: gram5-present-participle
go going vanish vanishing,Syntatic,: gram5-present-participle
go going walk walking,Syntatic,: gram5-present-participle
go going write writing,Syntatic,: gram5-present-participle
go going code coding,Syntatic,: gram5-present-participle
go going dance dancing,Syntatic,: gram5-present-participle
go going debug debugging,Syntatic,: gram5-present-participle
go going decrease decreasing,Syntatic,: gram5-present-participle
go going describe describing,Syntatic,: gram5-present-participle
go going discover discovering,Syntatic,: gram5-present-participle
go going enhance enhancing,Syntatic,: gram5-present-participle
go going fly flying,Syntatic,: gram5-present-participle
go going generate generating,Syntatic,: gram5-present-participle
implement implementing increase increasing,Syntatic,: gram5-present-participle
